time; n; mu_gfp; std_gfp; rawData_gfp 
179.52; 162; 56.1728; 49.6175; {0,0,100,100,0,0,0,100,100,100,100,100,0,100,0,0,100,100,0,100,0,100,0,0,100,100,100,0,100,100,0,100,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,100,0,100,0,0,100,100,100,100,0,100,100,0,100,0,0,0,100,0,100,100,100,0,100,0,100,100,100,100,0,100,100,0,100,100,100,100,100,100,0,0,0,100,0,100,100,0,100,100,100,100,100,0,100,100,100,0,0,100,100,100,100,100,0,100,100,0,0,0,100,0,100,0,0,100,0,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,0,100,0,0,0,0,0,0,100}
180.54; 165; 54.5455; 49.793; {0,0,100,100,0,0,0,100,100,100,100,100,0,100,0,0,100,100,0,100,0,100,0,0,100,100,100,0,100,100,0,100,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,100,0,100,100,0,100,100,0,100,100,0,100,0,0,100,0,100,0,0,100,100,100,100,0,100,100,0,100,0,0,0,100,0,100,100,0,100,0,100,100,100,100,0,100,0,100,100,100,100,100,0,0,0,100,0,100,100,0,100,100,100,100,100,0,100,100,100,0,0,100,100,100,100,0,100,100,0,0,0,100,0,100,0,0,100,0,100,100,100,0,0,0,0,0,0,100,100,100,100,100,100,0,100,0,0,0,0,0,0,100,100,100,0,100,0,0,0,100}
181.56; 167; 55.6886; 49.6753; {0,0,100,100,0,0,100,100,100,100,100,0,100,0,0,100,100,0,100,0,100,0,0,100,100,100,0,100,0,100,0,100,0,0,0,0,100,100,0,0,100,100,0,0,100,0,100,100,0,100,100,0,100,0,100,0,0,100,0,0,0,100,100,100,100,0,100,100,0,100,0,0,0,100,0,100,100,0,100,0,100,100,100,100,0,100,0,100,100,100,100,100,0,0,0,100,0,100,100,0,100,100,100,100,100,0,100,100,100,0,0,100,100,100,100,0,100,100,0,0,0,100,0,100,0,0,100,0,100,100,100,0,0,0,0,0,100,100,100,100,100,0,100,0,0,0,0,0,100,100,100,0,100,0,0,0,100,0,100,100,100,100,100,100,100,0,100}
182.58; 164; 56.0976; 49.6268; {0,0,100,100,0,0,100,100,100,100,100,0,100,0,0,100,100,0,100,0,100,0,0,100,100,100,0,100,100,0,100,0,0,0,0,100,100,0,100,100,0,0,100,0,100,100,0,100,100,0,100,0,100,0,100,0,0,0,100,100,100,100,0,100,100,0,100,0,0,0,100,0,100,100,0,100,0,100,100,100,100,0,100,0,100,100,100,100,100,0,0,0,100,0,100,100,0,100,100,100,100,100,0,100,100,100,0,0,100,100,100,0,100,100,0,0,0,100,0,100,0,0,100,0,100,100,100,0,0,0,0,0,100,100,100,0,100,0,0,0,0,0,100,100,100,0,100,0,0,0,100,0,100,100,100,100,100,100,100,0,100,0,100,100}
183.6; 174; 55.1724; 49.7317; {0,0,100,100,0,0,100,100,100,100,100,0,100,0,0,100,100,0,100,0,100,0,0,100,100,100,0,100,100,0,100,0,0,0,0,100,100,0,100,100,0,0,100,0,100,100,0,100,100,0,100,0,100,0,100,0,0,0,100,100,100,100,0,100,100,0,100,0,0,0,100,0,100,100,0,100,0,100,100,100,100,0,100,0,100,100,100,100,100,0,0,0,100,0,100,100,0,100,100,100,100,0,100,100,100,0,0,100,100,0,100,100,0,0,0,100,0,100,0,0,100,0,100,100,100,0,0,0,0,0,100,100,100,0,100,0,0,0,0,0,100,100,100,0,100,0,0,0,100,0,100,100,100,100,100,100,100,0,100,0,100,100,0,0,100,100,0,100,100,100,0,0,100,0}
184.62; 177; 55.9322; 49.6468; {0,0,100,100,0,0,100,100,100,100,100,0,100,0,0,100,100,0,100,0,100,0,0,100,100,100,0,100,100,0,100,0,0,0,100,100,0,100,100,0,0,100,0,100,100,0,100,100,0,100,0,100,0,100,0,0,0,100,100,100,100,0,100,100,0,100,0,0,0,100,0,100,100,0,100,0,100,100,100,100,0,100,0,100,100,100,100,100,0,0,0,100,0,100,100,0,100,100,100,100,0,100,100,100,0,0,100,100,0,100,100,0,0,100,0,100,0,0,100,0,100,100,100,0,0,0,0,0,100,100,100,0,100,0,0,0,0,0,100,100,100,0,100,0,0,0,100,0,100,100,100,100,100,100,0,100,0,100,100,0,0,100,100,0,100,100,100,0,0,100,0,100,100,100,100,0,0}
185.64; 180; 55.5556; 49.6904; {0,0,100,100,0,0,100,100,100,100,100,0,100,0,0,100,100,0,100,0,100,0,0,100,100,100,0,100,100,0,100,0,0,0,100,100,0,100,100,0,0,100,0,100,100,0,100,100,0,100,0,100,0,100,0,0,0,100,100,100,100,0,100,100,0,100,0,0,0,100,0,100,100,0,100,0,100,100,100,100,0,100,0,100,100,100,100,0,0,0,100,0,100,100,0,100,100,100,100,0,100,100,100,0,0,100,0,100,100,0,0,100,0,100,0,0,100,0,100,100,100,0,0,0,0,0,100,100,100,0,100,0,0,0,0,0,100,100,100,0,100,0,0,0,100,0,100,100,100,100,100,100,0,100,0,100,100,0,0,100,100,0,100,100,100,0,0,100,0,100,100,100,100,0,0,100,100,0,0,100}
186.66; 180; 55.5556; 49.6904; {0,100,100,0,0,100,100,100,100,100,0,100,0,0,100,100,0,100,0,100,0,0,100,100,100,0,100,100,0,100,0,0,0,100,100,0,100,100,0,0,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,100,100,100,100,0,100,100,0,100,0,0,0,100,0,100,100,0,100,0,100,100,100,0,100,0,100,100,100,100,0,0,0,100,0,100,100,0,100,100,100,100,0,100,100,100,0,0,100,0,100,100,0,0,100,0,100,0,0,100,0,100,100,100,0,0,0,0,0,100,100,100,0,100,0,0,0,0,0,100,100,100,0,100,0,0,0,100,0,100,100,100,100,100,100,0,100,0,100,100,0,0,100,100,0,100,100,100,0,0,100,100,100,100,100,0,0,100,100,0,0,100,0,100,100,0}
187.68; 180; 57.2222; 49.4756; {0,100,100,0,0,100,100,100,100,100,0,100,0,0,100,100,0,100,0,100,0,0,100,100,100,0,100,100,0,100,0,0,0,100,100,0,100,100,0,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,100,100,100,100,0,100,100,100,0,0,0,100,0,100,100,0,100,0,100,100,100,100,0,100,100,100,100,0,0,0,100,0,100,100,0,100,100,100,100,0,100,100,100,0,0,100,0,100,100,0,0,100,100,0,0,100,0,100,100,0,0,0,0,0,100,100,100,0,100,0,0,0,0,0,100,100,100,0,100,0,0,0,100,0,100,100,100,100,100,100,0,100,0,100,100,0,0,100,100,0,100,100,100,0,0,100,100,100,100,0,0,100,100,0,0,100,0,100,100,0,100,100,100,0,100,100}
188.7; 174; 57.4713; 49.4386; {0,100,100,0,0,100,100,100,100,100,0,100,0,0,100,0,100,0,100,0,0,100,100,100,0,100,100,0,100,0,0,0,100,100,0,100,100,0,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,100,100,100,100,0,100,100,100,0,0,0,100,0,100,100,0,100,100,100,100,100,0,100,100,100,100,0,0,0,100,0,100,0,100,100,100,100,0,100,100,100,0,100,0,100,100,0,0,100,100,0,0,100,0,100,100,0,0,0,0,0,100,100,100,0,100,0,0,0,0,0,100,100,100,0,0,0,0,100,0,100,100,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,100,100,0,0,100,100,0,100,0,100,100,0,100,100,100,0,100,100,0,100}
189.72; 166; 59.0361; 49.1767; {0,100,100,0,100,100,100,100,100,100,0,0,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,0,0,100,100,0,100,100,0,100,0,100,100,0,100,0,100,0,100,0,100,0,0,0,100,100,100,0,100,100,100,0,0,100,0,100,100,0,100,100,100,100,100,0,100,100,100,0,0,100,0,100,0,100,100,100,100,0,100,100,100,0,100,0,100,100,0,0,100,100,0,0,100,0,100,100,0,0,0,0,0,100,100,100,0,100,0,0,0,0,100,100,100,0,0,0,0,100,100,100,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,100,0,0,100,100,0,100,0,100,100,0,100,100,0,100,100,0,100,100,100,100}
190.74; 171; 59.0643; 49.1715; {0,100,0,100,100,100,100,100,100,0,0,100,0,100,0,100,0,0,100,100,100,100,0,100,0,0,0,100,0,100,100,0,100,0,100,100,0,100,0,100,0,100,0,100,0,0,100,100,100,0,100,100,100,0,0,100,0,100,100,0,100,100,100,100,100,0,100,100,100,0,0,100,0,100,0,100,100,100,100,0,100,100,100,0,100,0,100,100,0,0,100,100,0,100,0,100,100,0,0,0,0,0,100,100,100,0,100,0,0,0,0,100,100,100,0,0,0,0,100,100,100,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,100,0,0,100,100,0,100,0,100,100,0,100,100,0,100,100,0,100,100,100,100,0,0,100,100,100,100,0,0,0,100}
191.76; 163; 58.2822; 49.3093; {0,100,0,100,100,100,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,100,0,0,0,100,0,100,100,100,0,100,100,0,100,0,0,100,0,100,0,100,100,100,0,100,100,0,0,100,0,100,100,0,100,100,100,100,100,0,100,100,100,0,0,100,0,100,0,100,100,100,0,100,100,100,0,100,0,100,100,0,0,100,100,0,100,0,100,0,0,0,0,0,100,100,100,0,100,0,0,0,0,100,100,100,0,0,0,0,100,100,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,100,0,0,100,100,0,100,0,100,100,0,100,0,100,100,0,100,100,100,0,0,100,100,100,100,0,0,0,100,100,0}
192.78; 163; 58.2822; 49.3093; {0,100,0,100,100,100,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,100,0,0,100,0,100,100,100,0,100,100,0,100,0,0,100,0,100,0,100,100,100,0,100,100,0,0,100,0,100,100,0,100,100,100,100,100,0,100,100,100,0,0,100,0,100,0,100,100,100,0,100,100,100,0,100,0,100,0,0,100,0,100,0,100,0,0,0,0,0,100,100,100,0,100,0,0,0,0,100,100,100,0,0,100,100,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,100,0,0,100,100,0,100,0,100,100,0,100,0,100,100,0,100,100,100,0,0,100,100,100,100,0,0,0,100,100,0,100,0,0,100,0}
193.8; 161; 57.764; 49.3935; {0,100,0,100,100,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,100,0,0,100,0,100,100,100,0,100,100,0,100,0,0,100,0,100,0,100,100,100,0,100,100,0,0,0,100,100,0,100,100,100,100,0,100,100,0,0,100,100,0,100,100,100,0,100,100,100,0,100,0,100,0,0,100,0,100,0,100,0,0,0,0,0,100,100,100,0,100,0,0,0,0,100,100,100,0,0,100,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,100,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0,0,0,100,100,0,100,0,0,100,0,100,100,100,100,0,0,100}
194.82; 160; 58.75; 49.2284; {0,100,0,100,100,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,100,0,0,100,0,100,100,100,0,100,100,0,100,0,0,100,0,100,0,100,100,100,0,100,100,0,0,0,100,100,0,100,100,100,100,100,100,0,0,100,100,0,100,100,100,0,100,100,100,0,100,0,100,0,0,100,0,100,0,100,0,0,0,0,100,100,100,0,100,0,0,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,100,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0,0,0,100,0,100,0,0,100,0,100,100,100,100,0,0,100,100,100,100}
195.84; 162; 57.4074; 49.4483; {0,100,0,100,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,100,0,0,100,0,100,100,100,0,100,100,0,100,0,0,100,0,100,0,100,100,100,0,100,0,0,0,100,100,100,100,100,100,100,100,0,0,100,100,0,100,100,100,0,100,100,100,0,100,0,100,0,0,100,0,100,0,100,0,0,0,0,100,100,100,0,100,0,0,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,100,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,0,0,0,100,0,100,0,0,100,0,100,100,100,100,0,0,100,100,100,100,100,0,0,0,100,0}
196.86; 165; 59.3939; 49.1096; {0,100,0,100,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,100,0,0,100,0,100,100,100,100,0,100,0,0,100,0,100,0,100,100,100,0,100,0,0,0,100,100,100,100,100,100,100,100,0,0,100,100,0,100,100,100,0,100,100,100,0,100,0,100,0,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,100,100,100,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,0,100,0,100,0,0,100,0,100,100,100,100,0,0,100,100,100,100,100,0,0,0,100,0,100,100,0,0,0,100,100,100,100}
197.88; 168; 57.1429; 49.4872; {0,100,0,100,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,0,0,100,0,100,100,100,100,0,100,0,0,100,0,100,0,100,100,100,0,100,0,0,0,100,100,100,100,100,100,100,0,0,100,100,0,100,100,100,0,100,100,100,0,100,0,100,0,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,100,100,100,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,0,0,100,0,0,100,0,100,100,100,100,0,0,100,100,100,100,0,0,0,100,0,100,100,0,0,0,100,100,100,100,0,100,0,100,0,0,0}
198.9; 178; 57.8652; 49.3775; {0,100,0,100,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,0,0,100,0,100,100,100,100,0,100,0,0,100,0,100,0,100,100,100,0,100,0,0,100,100,100,100,100,100,100,0,0,100,100,0,100,100,100,0,100,100,100,100,0,100,0,0,100,0,100,100,0,0,0,0,100,100,100,0,100,0,0,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,100,100,100,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,0,0,100,0,0,100,0,100,100,100,100,0,0,100,100,100,100,0,0,0,100,0,100,100,0,0,0,100,100,100,100,0,100,0,100,0,0,0,0,100,0,0,0,100,0,100,100,100,100,100}
199.92; 184; 58.6957; 49.2381; {0,100,0,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,0,0,100,0,100,100,100,0,100,0,0,100,0,100,0,100,100,0,100,0,0,100,100,100,100,100,100,100,0,0,100,100,0,100,100,100,0,100,100,100,100,0,100,0,0,100,0,100,100,0,0,0,100,100,100,0,100,0,0,0,0,100,100,0,0,100,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,100,100,100,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,0,0,100,0,0,100,0,100,100,100,100,0,100,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,100,0,100,0,100,0,0,0,0,100,0,0,0,100,0,100,100,100,100,100,0,100,100,100,100,100,0,0,100,100,0,100}
200.94; 187; 58.2888; 49.3082; {0,100,0,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,0,0,100,0,100,100,100,0,100,0,0,100,0,100,0,100,100,0,100,0,0,100,100,100,100,100,100,0,0,100,0,100,100,100,0,100,100,100,100,0,100,0,0,100,0,100,100,0,0,0,100,100,100,0,100,0,0,0,0,100,100,0,0,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,100,100,100,0,0,100,100,0,100,100,100,0,100,100,0,100,100,0,0,100,100,100,0,0,100,0,0,100,0,100,100,100,100,0,100,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,100,0,100,0,100,0,0,0,0,100,0,0,100,0,100,100,100,100,100,0,100,100,100,100,100,0,0,100,100,0,100,0,100,0,100,100,0,0,100}
201.96; 191; 58.6387; 49.248; {0,100,0,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,0,100,0,100,100,100,0,100,0,0,100,0,100,0,100,100,0,100,0,0,100,100,100,100,100,100,0,0,100,100,100,100,0,100,100,100,100,100,0,0,100,0,100,100,0,0,0,100,100,100,0,100,0,0,0,0,100,100,0,0,100,100,100,100,0,0,100,100,0,0,100,100,100,100,100,0,100,100,100,0,0,100,100,0,100,100,0,100,100,0,100,100,0,0,100,100,100,0,0,100,0,0,100,0,100,100,100,100,0,100,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,100,0,100,0,100,0,0,0,100,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,0,100,100,0,100,0,100,0,100,100,0,0,100,0,0,100,100,0,100,0,100,100,0}
202.98; 188; 60.1064; 48.968; {0,100,0,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,100,0,100,100,100,0,100,0,0,100,0,100,100,0,100,0,0,100,100,100,100,100,100,0,0,100,100,100,0,100,100,100,100,100,0,0,100,0,100,100,0,0,100,100,100,0,100,0,0,0,0,100,100,0,0,100,100,100,100,0,100,0,0,100,100,100,100,100,0,100,100,100,0,0,100,100,0,100,100,0,100,100,0,100,100,0,0,100,100,100,0,0,100,0,0,100,0,100,100,100,0,100,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,100,0,100,0,100,0,0,0,100,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,0,100,100,0,100,0,100,0,100,100,0,0,100,0,0,100,100,0,100,0,100,100,0,100,100,100,100,100}
204; 189; 61.3757; 48.6888; {0,100,0,100,100,100,0,0,100,100,0,100,0,0,100,100,100,100,0,100,0,100,100,100,0,100,0,0,100,0,100,100,0,100,0,0,100,100,100,100,100,100,0,0,100,100,100,0,100,100,100,100,100,0,0,100,0,100,100,0,0,100,100,100,0,100,0,0,0,0,100,100,0,0,100,100,100,0,100,0,0,100,100,100,100,100,0,100,100,100,0,0,100,100,100,100,0,100,100,100,100,0,0,100,100,100,0,0,100,0,0,100,0,100,100,100,0,100,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,100,0,100,0,100,0,0,0,100,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,0,100,100,0,100,0,100,0,100,100,0,0,100,0,0,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,100,100}
205.02; 189; 61.3757; 48.6888; {0,100,0,100,100,100,0,0,100,100,0,0,0,100,100,100,100,0,100,0,100,100,100,100,0,0,100,0,100,100,0,100,0,0,100,100,100,100,100,0,0,100,100,100,0,100,100,100,100,100,0,0,100,0,100,100,0,0,100,100,100,100,0,0,0,0,100,100,0,0,100,100,100,0,100,0,0,100,100,100,100,100,0,100,100,100,0,0,100,100,100,100,0,100,100,100,100,0,0,100,100,100,0,0,100,0,0,100,0,100,100,100,0,100,100,100,100,0,0,0,100,100,100,0,0,0,100,100,100,100,0,100,0,100,0,0,0,100,0,0,0,100,100,100,100,100,0,100,100,100,100,100,0,0,100,100,0,100,0,100,0,100,0,0,100,0,0,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,100,100,100,0,100,100,0}
206.04; 180; 61.1111; 48.7498; {0,100,0,100,100,100,0,0,100,100,0,0,0,100,100,100,100,100,0,100,100,100,100,0,0,100,0,100,100,0,100,0,0,100,100,100,100,100,0,0,100,100,100,0,100,100,100,100,100,0,0,100,0,100,100,0,0,100,100,100,100,0,0,0,0,100,100,0,0,100,100,100,0,100,0,0,100,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100,100,0,0,0,0,100,0,100,100,100,0,100,100,100,100,0,0,100,100,100,0,0,0,100,100,100,100,0,100,0,100,0,0,0,100,0,0,0,100,100,100,100,100,100,100,100,100,0,0,100,0,100,0,100,0,0,0,100,0,0,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,100,100,0,100,100,0,0,0}
207.06; 174; 62.069; 48.5215; {0,100,0,100,100,100,0,0,100,100,0,0,0,100,100,100,100,100,0,100,100,100,100,0,0,100,0,100,100,100,0,100,100,100,100,100,0,0,100,100,100,0,100,100,100,100,100,0,0,100,0,100,100,0,0,100,100,100,100,0,0,0,0,100,100,0,0,100,100,100,0,100,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100,100,0,0,0,0,0,100,100,100,0,100,100,100,100,0,0,100,100,100,0,0,100,100,100,100,0,100,0,100,0,0,0,100,0,0,0,100,100,100,100,100,100,100,100,100,0,100,0,0,100,0,0,100,0,0,100,100,0,0,100,100,0,100,100,100,100,100,100,100,100,100,0,100,100,0,0,0,0,100,100}
208.08; 175; 62.8571; 48.3187; {0,100,0,100,100,100,0,0,100,100,0,0,0,100,100,100,100,100,0,100,100,100,100,0,0,100,0,100,100,100,0,100,100,100,100,100,0,0,100,100,100,0,100,100,100,0,0,100,0,100,100,0,0,100,100,100,100,0,0,0,0,100,100,0,0,100,100,100,0,100,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100,100,0,0,0,0,0,100,100,100,0,100,100,100,100,0,0,100,100,100,0,100,100,100,100,0,100,0,100,0,0,0,100,0,0,0,100,100,100,100,100,100,100,100,100,100,0,0,100,0,0,100,0,0,100,0,0,100,100,0,100,100,100,100,100,100,100,100,0,100,100,0,0,0,0,100,100,100,100,100,0,100,100,100}
209.1; 177; 62.1469; 48.5021; {0,100,0,100,100,100,0,0,100,100,0,0,0,100,100,100,100,100,0,100,100,100,0,100,0,100,100,100,0,100,100,100,100,100,0,0,100,100,100,0,100,100,100,0,100,100,100,0,0,100,100,100,100,0,0,0,0,100,100,0,0,100,100,100,0,100,0,0,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,0,0,100,100,100,0,0,0,0,0,100,100,100,0,100,100,100,100,0,0,100,100,100,0,100,100,100,100,0,100,0,100,0,0,0,100,0,0,0,100,100,100,100,100,100,100,100,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,100,100,100,100,100,100,100,0,100,100,0,0,0,0,100,100,100,100,100,0,100,100,100,100,0,100,0,100,0,0,0}
210.12; 175; 64; 48; {0,100,0,100,100,100,0,0,100,100,0,0,0,100,100,100,100,100,0,100,100,100,0,100,0,100,100,100,0,100,100,100,0,0,100,100,100,0,100,100,100,0,100,100,100,0,0,100,100,100,100,0,0,0,100,100,0,100,100,100,0,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,0,100,100,100,0,0,0,0,100,100,100,0,100,100,100,100,0,0,100,100,100,0,100,100,100,100,0,100,0,100,0,0,100,0,0,0,100,100,100,100,100,100,100,100,100,0,0,100,0,0,100,0,0,100,0,0,100,100,100,100,100,100,100,100,100,0,100,100,0,0,0,0,100,100,100,100,100,0,100,100,100,100,0,100,0,100,0,0,0,100,100,0,100,100,0,100,0}
211.14; 173; 63.5838; 48.1194; {0,100,0,100,100,100,0,0,100,100,0,0,0,100,100,100,100,100,0,100,100,0,100,0,100,100,100,0,100,100,100,0,0,100,100,100,0,100,100,100,0,100,100,100,0,0,100,100,100,100,0,0,0,100,100,100,0,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,0,0,100,100,100,0,0,0,0,100,100,100,0,100,100,100,100,0,0,100,100,100,0,100,100,100,100,0,100,0,100,0,0,100,0,0,0,100,100,100,100,100,100,100,100,100,0,0,100,0,0,100,0,0,100,0,0,100,100,100,100,100,100,100,100,0,100,100,0,0,0,0,100,100,100,100,0,100,100,100,100,0,100,0,100,0,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100}
212.16; 173; 64.1618; 47.9525; {0,100,0,100,100,100,0,0,100,100,0,0,0,100,100,100,100,100,0,100,100,0,100,0,100,100,100,0,100,100,100,0,0,100,100,0,100,100,100,0,100,100,100,0,0,100,100,100,100,0,0,0,100,100,100,0,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,0,0,100,100,100,0,0,0,0,100,100,100,0,100,100,100,100,0,0,100,100,100,0,100,100,100,100,0,100,0,100,0,0,100,0,0,0,100,100,100,100,100,100,100,100,0,0,100,0,0,100,0,0,100,0,0,100,100,100,100,100,100,100,100,0,100,100,0,0,0,0,100,100,100,100,0,100,100,100,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100,100,100,100}
213.18; 170; 64.1176; 47.9655; {0,100,0,100,100,100,0,0,100,0,0,0,100,100,100,100,100,0,100,100,0,100,0,100,100,100,0,100,100,100,0,0,100,100,0,100,100,100,0,100,100,100,0,0,100,100,100,100,0,0,100,100,100,0,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,0,0,100,100,100,0,0,0,0,100,100,100,0,100,100,100,0,0,100,100,0,100,100,100,100,0,100,0,100,0,0,100,0,0,0,100,100,100,100,100,100,100,100,0,0,0,0,100,0,0,100,0,100,100,100,100,100,100,0,100,100,0,0,0,0,100,100,100,100,0,100,100,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,100,0,100,100}
214.2; 171; 65.4971; 47.5378; {0,100,0,100,100,100,0,0,100,0,0,0,100,100,100,100,100,0,100,100,100,0,100,100,100,100,100,100,0,0,100,100,0,100,100,100,0,100,100,100,0,0,100,100,100,100,0,0,100,100,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,100,100,0,0,0,0,100,100,100,0,100,100,100,0,0,100,100,0,100,100,100,0,100,0,0,0,100,0,0,0,100,100,100,100,100,100,100,100,0,0,0,0,100,0,0,100,0,100,100,100,100,100,0,100,100,0,0,0,0,100,100,100,100,0,100,100,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,0,100,0,100,100,100}
215.22; 177; 66.6667; 47.1405; {0,100,0,100,100,100,0,0,100,0,0,0,100,100,100,100,100,0,100,100,100,0,100,100,100,100,100,100,0,0,100,100,0,100,100,100,0,100,100,100,0,0,100,100,100,100,0,0,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,0,100,100,100,0,100,100,100,0,0,100,100,0,100,100,100,100,0,0,0,100,0,0,0,100,100,100,100,100,100,100,0,0,0,100,0,0,100,0,100,100,100,100,100,0,100,100,0,0,0,0,100,100,100,100,100,100,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,0,100,0,100,100,100,0,100,100,100,100,0,100,0,100,100,0}
216.24; 181; 67.4033; 46.8735; {0,100,0,100,100,100,0,0,100,0,0,0,100,100,100,100,100,0,100,100,100,0,100,100,100,100,100,100,0,100,100,0,100,100,100,0,100,100,100,0,0,100,100,100,100,0,0,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,100,100,100,0,100,100,100,0,0,100,0,100,100,100,100,0,0,0,100,0,0,0,100,100,100,100,100,100,0,0,0,100,0,100,0,100,100,100,100,100,100,100,0,0,0,0,100,100,100,100,100,100,100,0,100,0,100,0,0,100,100,0,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,0,100,0,100,100,100,0,100,100,100,100,0,100,0,100,0,100,100,0,100,0,100,100,100,0,100,0,100}
